pk_id,name,sound_path,fk_complexity,fk_pos,word_origin,word_meaning,word_usage,image_path,fk_game_type_id,status,created_by,created_on,updated_by,updated_on,pronunciation,
3391,Collapsible,SoundFiles/3391.mp4,3,5,Latin,that can be folded flat or made into a smaller shape that uses less space,a collapsible boat,,0,2,0,2014-01-05 10:42:14,0,NULL,ku'lap-su-bul,
3392,Colleague,SoundFiles/3392.mp4,3,1,Latin,"a person that you work with, especially in a profession or a business",the surgeon consulted his colleagues,,0,2,0,2014-01-05 10:42:14,0,NULL,kó-leeg,
3393,Collegiate,SoundFiles/3393.mp4,3,5,Latin,relating to a college or its students,collegiate attitudes,,0,2,0,2014-01-05 10:42:14,0,NULL,ku'lee-j(ee-)ut,
3394,Colonel,SoundFiles/3394.mp4,3,1,Latin,"an officer of high rank in the army, the Marines, or the US air force","My translator interjected, pleading with the colonel not to shoot.",,0,2,0,2014-01-05 10:42:14,0,NULL,kur-n(u)l,
3395,Commentator,SoundFiles/3395.mp4,3,1,Middle English,"a person who is an expert on a particular subject and talks or writes about it on television or radio, or in a newspaper",He is also a frequent food commentator on television and radio,,0,2,0,2014-01-05 10:42:14,0,NULL,"'kó-mun,tey-tu(r)",
3396,Committed,SoundFiles/3396.mp4,3,5,Latin,willing to work hard and give your time and energy to something,"Dedicated greenies, they were already committed to a low-impact lifestyle",,0,2,0,2014-01-05 10:42:14,0,NULL,ku'mi-tid,
3397,Committal,SoundFiles/3397.mp4,3,1,Latin,the official process of sending somebody to prison or to a mental hospital,Committal at the crematorium.,,0,2,0,2014-01-05 10:42:14,0,NULL,ku'mi-t(u)l,
3398,Communicate,SoundFiles/3398.mp4,3,3,Latin,"to exchange information, news, ideas, etc. with somebody",Please communicate this message to all employees,,0,2,0,2014-01-05 10:42:14,0,NULL,"ku'myoo-nu,keyt",
3399,Commute,SoundFiles/3399.mp4,3,3,Latin,"to travel regularly by bus, train, car, etc. between your place of work and your home",These operators commute with each other,,0,2,0,2014-01-05 10:42:14,0,NULL,ku'myoot,
3400,Commuting,SoundFiles/3400.mp4,3,1,Latin,"to travel regularly by bus, train, car, etc. between your place of work and your home","They often live farther from work, thus spending more time commuting.",,0,2,0,2014-01-05 10:42:14,0,NULL,ku'myoo-ting,
3401,Computer,SoundFiles/3401.mp4,3,1,Latin,"an electronic machine that can store, organize and find information, do calculations and control other machines",All our computers are linked to a main network.,,0,2,0,2014-01-05 10:42:14,0,NULL,kum'pyoo-tu(r),
3402,Comparative,SoundFiles/3402.mp4,3,1,Latin,judged in comparison to something such as a previous situation or state,We sailed into the comparative shelter of the harbour,,0,2,0,2014-01-05 10:42:14,0,NULL,kum'per-u-tiv,
3403,Comparison,SoundFiles/3403.mp4,3,1,Latin,the process of comparing two or more people or things,no comparison between the two books,,0,2,0,2014-01-05 10:42:14,0,NULL,kum'per-u-sun,
3404,Compassionate,SoundFiles/3404.mp4,3,3,Latin,feeling or showing sympathy for people who are suffering,heard the soft and compassionate voices of women,,0,2,0,2014-01-05 10:42:14,0,NULL,kum'pa-shu-nut,
3405,Competitive,SoundFiles/3405.mp4,3,5,Latin,used to describe a situation in which people or organizations compete against each other,competitive games   to improve one's competitive position,,0,2,0,2014-01-05 10:42:14,0,NULL,kum'pe-ti-tiv,
3406,Complement,SoundFiles/3406.mp4,3,1,Latin,to add to something in a way that improves it or makes it more attractive,a fine wine is a perfect complement to the dinner,,0,2,0,2014-01-05 10:42:14,0,NULL,kóm-plu-munt,
3407,Composition,SoundFiles/3407.mp4,3,1,Latin,"a piece of music or art, or a poem",harmonious composition is essential in a serious work of art,,0,2,0,2014-01-05 10:42:14,0,NULL,kóm-pu'zi-shun,
3408,Conceal,SoundFiles/3408.mp4,3,3,Latin,to hide something,She conceals her anger well,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'seel,
3409,Concealment,SoundFiles/3409.mp4,3,1,Latin,the act of hiding something; the state of being hidden,the simplest concealment is to match perfectly the colour of the background,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'seel-munt,
3410,Conceited,SoundFiles/3410.mp4,3,5,Latin,having too much pride in yourself and,what you do a conceited fool,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'see-tid,
3411,Conceive,SoundFiles/3411.mp4,3,3,Latin,"to form an idea, a plan, etc. in your mind",He conceived of a robot that would help paralysed patients,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'seev,
3412,Conciliate,SoundFiles/3412.mp4,3,3,Latin,"to make somebody less angry or more friendly, especially by being kind and pleasant or by giving them something",She managed to conciliate the angry customer,,0,2,0,2014-01-05 10:42:14,0,NULL,"kun'si-lee,yet",
3413,Conciliation,SoundFiles/3413.mp4,3,1,Latin,intended to end a disagreement,there was a brief period of conciliation but the fighting soon resumed,,0,2,0,2014-01-05 10:42:14,0,NULL,"kun,si-li'ey-shun",
3414,Concoction,SoundFiles/3414.mp4,3,1,Latin,"a strange or unusual mixture of things, especially drinks or medicines",he volunteered to taste her latest concoction,,0,2,0,2014-01-05 10:42:14,0,NULL,kón'kók-shun,
3415,Concurrent,SoundFiles/3415.mp4,3,5,Latin,existing or happening at the same time,a series of concurrent events,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'kur-unt,
3416,Condemn,SoundFiles/3416.mp4,3,3,Latin,"to express very strong disapproval of somebody/something, usually for moral reasons",We condemn the racism in South Africa,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'dem,
3417,Condole,SoundFiles/3417.mp4,3,3,Latin,sympathy expressed for someone in grief or pain,You must condole the widow,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'dówl,
3418,Conferred,SoundFiles/3418.mp4,3,5,Latin,"to discuss something with somebody, especially in order to exchange opinions or get advice",We conferred about a plan of action,,0,2,0,2014-01-05 10:42:14,0,NULL,kon-ferd,
3419,Confidential,SoundFiles/3419.mp4,3,5,Latin,meant to be kept secret and not told to or shared with other people,a confidential secretary,,0,2,0,2014-01-05 10:42:14,0,NULL,kón-fi'den-shul,
3420,Confinement,SoundFiles/3420.mp4,3,1,Latin,"the state of being forced to stay in a closed space, prison, etc., the act of putting somebody there",she was in confinement for six hours,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'fIn-munt,
3421,Confiscate,SoundFiles/3421.mp4,3,3,Latin,"to officially take something away from somebody, especially as a punishment",The police confiscated the stolen artwork,,0,2,0,2014-01-05 10:42:14,0,NULL,"'kón-fi,skeyt",
3422,Conflagration,SoundFiles/3422.mp4,3,1,Latin,a very large fire that destroys a lot of land or buildings,"Strangely, marinatos suggested that tsunami caused the destructive conflagrations.",,0,2,0,2014-01-05 10:42:14,0,NULL,kónf-lu'grey-shun,
3423,Congeal,SoundFiles/3423.mp4,3,3,Latin,to become thick or solid,the liquid congealed after wedded the enzyme,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'jeel,
3424,Congratulation,SoundFiles/3424.mp4,3,1,Latin,used when you want to congratulate somebody,I sent them my sincere congratulations on their marriage,,0,2,0,2014-01-05 10:42:14,0,NULL,"kun,gra-chu'ley-shun",
3425,Congregational,SoundFiles/3425.mp4,3,5,French,relating to or conducted or participated in by a congregation,congregational membership,,0,2,0,2014-01-05 10:42:14,0,NULL,kóng-gru'gey-shu-nul,
3426,Congruity,SoundFiles/3426.mp4,3,1,French,the quality of agreeing; being suitable and appropriate,These show how pitilessly the poet excised every stanza which did not minister to the congruity of his masterpiece,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'groo-u-tee,
3427,Connoisseur,SoundFiles/3427.mp4,3,1,French,"an expert on matters involving the judgement of beauty, quality or skill in art, food or music",the discriminating eye of the connoisseur,,0,2,0,2014-01-05 10:42:14,0,NULL,kó-nu'sur,
3428,Conscience,SoundFiles/3428.mp4,3,1,Latin,the part of your mind that tells you whether your actions are right or wrong,a person of unflagging conscience,,0,2,0,2014-01-05 10:42:14,0,NULL,kón-shun(t)s,
3429,Conscientious,SoundFiles/3429.mp4,3,5,Latin,taking care to do things carefully and correctly,conscientious application to the work at hand,,0,2,0,2014-01-05 10:42:14,0,NULL,kón-shee'en-shus,
3430,Consequently,SoundFiles/3430.mp4,3,4,Latin,as a result; therefore,"consequently, he didn't do it",,0,2,0,2014-01-05 10:42:14,0,NULL,"'kón-su, kwent-lee",
3431,Consignment,SoundFiles/3431.mp4,3,1,Latin,a quantity of goods that are sent or delivered somewhere,And what are they going to do with my valuable consignment?,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'sIn-munt,
3432,Consolation,SoundFiles/3432.mp4,3,1,Latin,a person or thing that makes you feel better when you are unhappy or disappointed,second place was no consolation to him,,0,2,0,2014-01-05 10:42:14,0,NULL,kón-su'ley-shun,
3433,Conspicuous,SoundFiles/3433.mp4,3,5,Latin,easy to see or notice; likely to attract attention,a tower conspicuous at a great distance,,0,2,0,2014-01-05 10:42:14,0,NULL,kon-spic-uous,
3434,Constitute,SoundFiles/3434.mp4,3,3,Latin,to be the parts that together form something,These constitute my entire belonging,,0,2,0,2014-01-05 10:42:14,0,NULL,"'kón-sti,t(y)oot",
3435,Consummate,SoundFiles/3435.mp4,3,3,Latin,to make something complete or perfect,consummate a marriage,,0,2,0,2014-01-05 10:42:14,0,NULL,kón-su-mut,
3436,Contaminating,SoundFiles/3436.mp4,3,5,Latin,that infects or taints,The industrial wastes contaminated the lake,,0,2,0,2014-01-05 10:42:14,0,NULL,"kun'ta-mi,ney-ting",
3437,Contemptible,SoundFiles/3437.mp4,3,5,Latin,not deserving any respect at all,You will say that it is vulgar and contemptible to drag all this into public,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'tem(p)-tu-bul,
3438,Contemptuous,SoundFiles/3438.mp4,3,5,Latin,feeling or showing that you have no respect for somebody,he couldn't suppress his contemptuous accent,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'tem(p)-choo-us,
3439,Contrition,SoundFiles/3439.mp4,3,1,Latin,sorrow for sin arising from fear of damnation,I would rather feel contrition than know how to define it.,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'tri-shun,
3440,Controversially,SoundFiles/3440.mp4,3,4,Latin,involving controversy,criticism too controversially stated,,0,2,0,2014-01-05 10:42:14,0,NULL,kón-tru'vur-shu-lee,
3441,Convalesce,SoundFiles/3441.mp4,3,3,Latin,to spend time getting your health and strength back after an illness,The patient is convalescing,,0,2,0,2014-01-05 10:42:14,0,NULL,kón-vu'les,
3442,Conventionally,SoundFiles/3442.mp4,3,4,Latin,in a conventional manner,he usually behaves rather conventionally,,0,2,0,2014-01-05 10:42:14,0,NULL,kun'ven-shu-nu-lee,
3443,Corpulence,SoundFiles/3443.mp4,3,1,Latin,the property of excessive fatness,"Corpulence brings a variety of health problems, from arthritis and diabetes to heart attacks",,0,2,0,2014-01-05 10:42:14,0,NULL,kor-pyu-lun(t)s,
3444,Corridor,SoundFiles/3444.mp4,3,1,Latin,An enclosed passageway; rooms usually open onto it,a smoky corridor,,0,2,0,2014-01-05 10:42:14,0,NULL,"'kó-ru,dor",
3445,Corrugated,SoundFiles/3445.mp4,3,5,Latin,shaped into a series of regular folds that look like waves,the surface of the ocean was rippled and corrugated,,0,2,0,2014-01-05 10:42:14,0,NULL,"'kor-u,gey-tid",
3446,Cosmopolitan,SoundFiles/3446.mp4,3,1,Greek,"containing people of different types or from different countries, and influenced by their culture",cosmopolitan in distribution,,0,2,0,2014-01-05 10:42:14,0,NULL,kóz-mu'pó-li-t(u)n,
3447,Counterfeit,SoundFiles/3447.mp4,3,1,French,made to look exactly like something in order to trick people into thinking that they are getting the real thing,counterfeit money,,0,2,0,2014-01-05 10:42:14,0,NULL,kawn-tu(r)-fit,
3448,Creosote,SoundFiles/3448.mp4,3,1,Greek,"a thick brown liquid that is made from COAL TAR, used to preserve wood",creosoted wood,,0,2,0,2014-01-05 10:42:14,0,NULL,"'kree-u,sowt",
3449,Crevasse,SoundFiles/3449.mp4,3,1,French,"a deep open crack, especially in ice, for example in a GLACIER",The unfortunate hiker fell into a crevasse,,0,2,0,2014-01-05 10:42:14,0,NULL,kru'vas,
3450,Criterion,SoundFiles/3450.mp4,3,1,Greek,"standard or principle by which something is judged, or with the help of which a decision is made",the schools comply with federal criteria,,0,2,0,2014-01-05 10:42:14,0,NULL,krI'teer-ee-un,
3451,Croquet,SoundFiles/3451.mp4,3,1,French,a game played on grass in which players use wooden MALLETS (= hammers with long handles) to knock wooden balls through a series of HOOPS (= curved wires),croquet the opponent's ball,,0,2,0,2014-01-05 10:42:14,0,NULL,krow'key,
3452,Cryptic,SoundFiles/3452.mp4,3,5,Greek,with a meaning that is hidden or not easily understood,the new insurance policy is written without cryptic or mysterious terms,,0,2,0,2014-01-05 10:42:14,0,NULL,krip-tik,
3453,Cubicle,SoundFiles/3453.mp4,3,1,Latin,a small room that is made by separating off part of a larger room,One of those places is the corporate office cubicle,,0,2,0,2014-01-05 10:42:14,0,NULL,kyoo-bi-kul,
3454,Curriculum,SoundFiles/3454.mp4,3,1,Latin,"the subjects that are included in a course of study or taught in a school, college, etc",he was admitted to a new curriculum at the university,,0,2,0,2014-01-05 10:42:14,0,NULL,ku'ri-kyu-lum,
3455,Cynosure,SoundFiles/3455.mp4,3,1,Greek,something that strongly attracts attention and admiration,let faith be your cynosure to walk by,,0,2,0,2014-01-05 10:42:14,0,NULL,"'sI-nu,shûr",
3456,Cystitis,SoundFiles/3456.mp4,3,1,Latin,"an infection of the BLADDER, especially in women, that causes frequent, painful URINATION","Symptoms are often not apparent, but can include cystitis, a discharge and irregular bleeding.",,0,2,0,2014-01-05 10:42:14,0,NULL,si'stI-tus,
3457,Damnable,SoundFiles/3457.mp4,3,5,Latin,bad or annoying,her damnable pride,,0,2,0,2014-01-05 10:42:14,0,NULL,dam-nu-bul,
3458,Debauched,SoundFiles/3458.mp4,3,5,French,"a debauched person is immoral in their sexual behaviour, drinks a lot of alcohol, takes drugs, etc.",Congreve draws a debauched aristocratic society,,0,2,0,2014-01-05 10:42:14,0,NULL,di'bocht,
3459,Discrimination,SoundFiles/3459.mp4,3,1,Latin,the practice of treating somebody or a particular group in society less fairly than others,Regional and bilateral deals are based on discrimination,,0,2,0,2014-01-05 10:42:14,0,NULL,"di,skri-mu'ney-shun",
3460,Disguise,SoundFiles/3460.mp4,3,1,French,change your appearance so that people cannot recognize you,We disguised our faces  before robbing the bank,,0,2,0,2014-01-05 10:42:14,0,NULL,dis'gIz,
3461,Disinherited,SoundFiles/3461.mp4,3,5,Middle English,"to prevent somebody, especially your son or daughter, from receiving your money or property after your death",His support for the disinherited rebels was a major factor in the establishment of internal order,,0,2,0,2014-01-05 10:42:14,0,NULL,dis-in'he-ri-tid,
3462,Disloyally,SoundFiles/3462.mp4,3,4,French,without loyalty,his men acted disloyally and betrayed him in the end,,0,2,0,2014-01-05 10:42:14,0,NULL,dis'loy-u-lee,
3463,Dismemberment,SoundFiles/3463.mp4,3,1,French,the removal of limbs; being cut to pieces,"The accidental dismemberment benefit pays per loss, as described previously",,0,2,0,2014-01-05 10:42:14,0,NULL,dis'mem-bu(r)-munt,
3464,Disobey,SoundFiles/3464.mp4,3,3,French,"to refuse to do what a person, law, order, etc. tells you to do; to refuse to obey",He disobeyed his supervisor and was fired,,0,2,0,2014-01-05 10:42:14,0,NULL,dis-u'bey,
3465,Disparage,SoundFiles/3465.mp4,3,3,French,express a negative opinion,She disparaged her student’s efforts,,0,2,0,2014-01-05 10:42:14,0,NULL,di'sper-ij,
3466,Dispensable,SoundFiles/3466.mp4,3,5,Latin,not necessary; that can be got rid of,dispensable items of personal property,,0,2,0,2014-01-05 10:42:14,0,NULL,di'spen-su-bul,
3467,Dispossess,SoundFiles/3467.mp4,3,3,French,"to take somebody’s property, land or house away from them",This farmer was dispossessed without knowing what complaints had been levied against him,,0,2,0,2014-01-05 10:42:14,0,NULL,dis-pu'zes,
3468,Disseminate,SoundFiles/3468.mp4,3,3,Latin,"to spread information, knowledge, etc. so that it reaches many people",disseminate a rumour,,0,2,0,2014-01-05 10:42:14,0,NULL,"di'se-mu,neyt",
3469,Dissent,SoundFiles/3469.mp4,3,1,Latin,the fact of having or expressing opinions that are different from those that are officially accepted,he expressed his dissent in a contrary opinion,,0,2,0,2014-01-05 10:42:14,0,NULL,di'sent,
3470,Dissipated,SoundFiles/3470.mp4,3,5,Latin,enjoying activities that are harmful such as drinking too much alcohol,deplorably dissipated and degraded,,0,2,0,2014-01-05 10:42:14,0,NULL,"'di-su,pey-tid",
3471,Dissociate,SoundFiles/3471.mp4,3,3,Latin,"to say or do something to show that you are not connected with or do not support somebody/something; to make it clear that something is not connected with a particular plan, action, etc",She dissociated herself from the organization when she found out the identity of the president,,0,2,0,2014-01-05 10:42:14,0,NULL,"di'sow-shee,eyt",
3472,Dissolute,SoundFiles/3472.mp4,3,5,Latin,enjoying immoral activities and not caring about behaving in a morally acceptable way,Congreve draws a dissolute aristocratic society,,0,2,0,2014-01-05 10:42:14,0,NULL,"'di-su,loot",
3473,Dissuade,SoundFiles/3473.mp4,3,3,Latin,to persuade somebody not to do something,Negative campaigning will only dissuade people,,0,2,0,2014-01-05 10:42:14,0,NULL,di'sweyd,
3474,Distinguish,SoundFiles/3474.mp4,3,3,Latin,to recognize the difference between two people or things,We distinguish several kinds of maple,,0,2,0,2014-01-05 10:42:14,0,NULL,di'sting-gwish,
3475,Distraught,SoundFiles/3475.mp4,3,5,Latin,extremely upset and anxious so that you cannot think clearly,distraught with grief,,0,2,0,2014-01-05 10:42:14,0,NULL,di'strot,
3476,Distrustfully,SoundFiles/3476.mp4,3,4,Middle English,with distrust,she looked at him distrustfully,,0,2,0,2014-01-05 10:42:14,0,NULL,dis'trúst-fu-lee,
3477,Dither,SoundFiles/3477.mp4,3,1,Middle English,a state of not being able to decide what you should do,he was in a dither,,0,2,0,2014-01-05 10:42:14,0,NULL,di-dhu(r),
3478,Diversify,SoundFiles/3478.mp4,3,3,Latin,to change or to make something change so that there is greater variety,diversify a course of study,,0,2,0,2014-01-05 10:42:14,0,NULL,"dI'vur-su,fI",
3479,Docile,SoundFiles/3479.mp4,3,5,Latin,quiet and easy to control,the docile masses of an enslaved nation,,0,2,0,2014-01-05 10:42:14,0,NULL,dó-sul,
3480,Doggerel,SoundFiles/3480.mp4,3,1,Middle English,"poetry that is badly written or ridiculous, sometimes because the writer has not intended it to be serious",he had heard some silly doggerel that kept running through his mind,,0,2,0,2014-01-05 10:42:14,0,NULL,dó-g(u-)rul,
3481,Domesticity,SoundFiles/3481.mp4,3,1,French,home or family life,This challenges the dominant images of women's domesticity.,,0,2,0,2014-01-05 10:42:14,0,NULL,dow-mes'ti-si-tee,
3482,Domineering,SoundFiles/3482.mp4,3,5,Latin,"trying to control other people without considering their wishes, opinions or feelings",There are two types of domineering cat,,0,2,0,2014-01-05 10:42:14,0,NULL,dó-mu'neer-ing,
3483,Domino,SoundFiles/3483.mp4,3,1,Latin,"a small flat block, often made of wood, marked on one side with two groups of dots representing numbers, used for playing games",It's simply a matter of tipping over the first domino,,0,2,0,2014-01-05 10:42:14,0,NULL,"'dó-mi,now",
3484,Dovetail,SoundFiles/3484.mp4,3,1,Old Enclish,"to fit together, or to work together well",Dovetail nicely with yours.,,0,2,0,2014-01-05 10:42:14,0,NULL,"'dúv,teyl",
3485,Drastically,SoundFiles/3485.mp4,3,4,Greek,in a drastic manner,So closely do the gradations of culture dovetail into one another,,0,2,0,2014-01-05 10:42:14,0,NULL,dras-ti-k(u-)lee,
3486,Drawn,SoundFiles/3486.mp4,3,5,Middle English,"looking pale and thin because the person is ill, tired or worried",her face was drawn and haggard from sleeplessness,,0,2,0,2014-01-05 10:42:14,0,NULL,drone,
3487,Dreadful,SoundFiles/3487.mp4,3,5,Middle English,very bad or unpleasant,a dreadful storm,,0,2,0,2014-01-05 10:42:14,0,NULL,dred-ful,
3488,Dreadfulness,SoundFiles/3488.mp4,3,1,Middle English,causing fear or suffering,The journey was dreadful.,,0,2,0,2014-01-05 10:42:14,0,NULL,dred-ful-nus,
3489,Dreary,SoundFiles/3489.mp4,3,5,German,that makes you feel sad; dull and not interesting,a series of dreary dinner parties,,0,2,0,2014-01-05 10:42:14,0,NULL,dreer-ee,
3490,Drudging,SoundFiles/3490.mp4,3,5,Middle English,doing arduous or unpleasant work,drudging peasants,,0,2,0,2014-01-05 10:42:14,0,NULL,drú-jing,
3491,Dubious .,SoundFiles/3491.mp4,3,5,Latin,not certain and slightly suspicious about something; not knowing whether something is good or bad,dubious about agreeing to go,,0,2,0,2014-01-05 10:42:14,0,NULL,d(y)oo-bee-us,
3492,Dynamite,SoundFiles/3492.mp4,3,1,Greek,a powerful explosive,The rock was dynamited,,0,2,0,2014-01-05 10:42:14,0,NULL,"'dI-nu,mIt",
3493,Dysentery,SoundFiles/3493.mp4,3,1,Greek,an infection of the bowels that causes severe DIARRHOEA with loss of blood,She lost 20 pounds in a week from dysentery in Chennai,,0,2,0,2014-01-05 10:42:14,0,NULL,"'di-sun,te-ree",
3494,Dyspepsia,SoundFiles/3494.mp4,3,1,Greek,pain caused by difficulty in DIGESTING food,"sometimes, heartburn can be confused with another stomach problem called dyspepsia",,0,2,0,2014-01-05 10:42:14,0,NULL,dis'pep-see-u,
3495,Eccentric,SoundFiles/3495.mp4,3,1,Greek,considered by other people to be strange or unusual,famed for his eccentric spelling,,0,2,0,2014-01-05 10:42:14,0,NULL,ik'sen-trik,
3496,Eccentricity,SoundFiles/3496.mp4,3,1,Greek,behaviour that people think is strange or unusual; the quality of being unusual and different from other people,"Eccentricity is not only tolerated, it is a way of life",,0,2,0,2014-01-05 10:42:14,0,NULL,"ek,sen'tri-su-tee",
3497,Ecclesiastical,SoundFiles/3497.mp4,3,5,Greek,connected with the Christian Church,ecclesiastical history,,0,2,0,2014-01-05 10:42:14,0,NULL,"i,klee-zee'as-ti-kul",
3498,Economically,SoundFiles/3498.mp4,3,4,Latin,"in a way connected with the trade, industry and development of wealth of a country, an area or a society",economically this proposal makes no sense,,0,2,0,2014-01-05 10:42:14,0,NULL,e-ku'nó-mi-k(u-)lee,
3499,Ecstasy,SoundFiles/3499.mp4,3,1,Greek,"an illegal drug, taken especially by young people at parties, that gives feelings of great energy and pleasure",listening to sweet music in a perfect ecstasy,,0,2,0,2014-01-05 10:42:14,0,NULL,ek-stu-see,
3500,Edible,SoundFiles/3500.mp4,3,1,Latin,fit or suitable to be eaten; not poisonous,The upper leaves and shoots of the plant are edible.,,0,2,0,2014-01-05 10:42:14,0,NULL,e-du-bul,
3501,Edifying,SoundFiles/3501.mp4,3,5,Latin,likely to improve your mind or your character,the paintings in the church served an edifying purpose even for those who could not read,,0,2,0,2014-01-05 10:42:14,0,NULL,"'e-du,fI-ing",
3502,Effective,SoundFiles/3502.mp4,3,5,Latin,producing the result that is wanted or intended; producing a successful result,an air-cooled  motor was more effective than a witch’s broomstick for rapid long-distance  transportation,,0,2,0,2014-01-05 10:42:14,0,NULL,i'fek-tiv,
