pk_id,name,sound_path,fk_complexity,fk_pos,word_origin,word_meaning,word_usage,image_path,fk_game_type_id,status,created_by,created_on,updated_by,updated_on,pronunciation,
2108,Attack,SoundFiles/2108.mp4,2,3,French,To set upon or work against forcefully,The cancer cells are attacking his liver,,0,2,0,2014-01-05 10:40:56,0,NULL,u’tak,
2109,Attempt,SoundFiles/2109.mp4,2,3,Latin,To make an effort to do,The police attempted to stop the thief,,0,2,0,2014-01-05 10:40:56,0,NULL,u’tem(p)t,
2110,Attention,SoundFiles/2110.mp4,2,1,Latin,The act or state of attending especially through applying the mind to an object of sense or thought,the old car needs constant attention,,0,2,0,2014-01-05 10:40:56,0,NULL,u’ten-shun,
2111,Attest,SoundFiles/2111.mp4,2,3,Latin,To be proof of,His high fever attested to his illness,,0,2,0,2014-01-05 10:40:56,0,NULL,u’test,
2112,Attire,SoundFiles/2112.mp4,2,1,French,"Dress, clothes",formal attire,,0,2,0,2014-01-05 10:40:56,0,NULL,u’tI(-u)r,
2113,Attitude,SoundFiles/2113.mp4,2,1,French,The arrangement of the parts of a body or figure,he had the attitude that work was fun,,0,2,0,2014-01-05 10:40:56,0,NULL,"a-ti,t(y)ood",
2114,Attract,SoundFiles/2114.mp4,2,3,Latin,To pull to or draw toward oneself or itself,Her good looks attract the stares of many men,,0,2,0,2014-01-05 10:40:56,0,NULL,u’trakt,
2115,Attractive,SoundFiles/2115.mp4,2,5,Latin,Having or relating to the power to attract,an attractive opportunity,,0,2,0,2014-01-05 10:40:56,0,NULL,u’trak-tiv,
2116,Auction,SoundFiles/2116.mp4,2,1,Latin,A sale of property to the highest bidder,They bought the paintings at auction in 1989.,,0,2,0,2014-01-05 10:40:56,0,NULL,ok-shun,
2117,Author,SoundFiles/2117.mp4,2,1,Latin,One that originates or creates,She authored this play,,0,2,0,2014-01-05 10:40:56,0,NULL,o-thu(r),
2118,Authority,SoundFiles/2118.mp4,2,1,Latin,"Power to influence or command thought, opinion, or behaviour",he is an authority on corporate law,,0,2,0,2014-01-05 10:40:56,0,NULL,u’thor-u-tee,
2119,Automatic,SoundFiles/2119.mp4,2,5,Greek,Done or produced as if by machine,an automatic ‘thank you’,,0,2,0,2014-01-05 10:40:56,0,NULL,",o-tu’ma-tik",
2120,Await,SoundFiles/2120.mp4,2,3,French,To wait for,a new life awaits me!,,0,2,0,2014-01-05 10:40:56,0,NULL,u’weyt,
2121,Aware,SoundFiles/2121.mp4,2,5,Middle English,"Having or showing realization, perception, or knowledge",ever aware of her health,,0,2,0,2014-01-05 10:40:56,0,NULL,u’wehr,
2122,Baboon,SoundFiles/2122.mp4,2,1,French,Big monkey from Africa or Arabia,Don't act like a baboon,,0,2,0,2014-01-05 10:40:56,0,NULL,bu’boon,
2123,Bachelor,SoundFiles/2123.mp4,2,1,French,An unmarried man,lead a bachelor’s life,,0,2,0,2014-01-05 10:40:56,0,NULL,ba-chu-lu(r),
2124,Baggage,SoundFiles/2124.mp4,2,1,French,"Suitcases, trunks, and personal belongings of travellers",It is important for parents to be aware of the emotional baggage that they bring fromchildhood into their children’s lives,,0,2,0,2014-01-05 10:40:56,0,NULL,ba-gij,
2125,Balance,SoundFiles/2125.mp4,2,1,Latin,An instrument for weighing,he took what he wanted and I got the balance,,0,2,0,2014-01-05 10:40:56,0,NULL,ba-lun(t)s,
2126,Bail,SoundFiles/2126.mp4,2,1,Latin,A container used to remove water from a boat,he is out on bail,,0,2,0,2014-01-05 10:40:56,0,NULL,beyl,
2127,Balcony,SoundFiles/2127.mp4,2,1,German,A platform that projects from the wall of a building and is enclosed by a parapet or railing,they stood outside the balcony for a long time,,0,2,0,2014-01-05 10:40:56,0,NULL,bal-kun-ee,
2128,Balloon,SoundFiles/2128.mp4,2,1,French,A bag that is filled with heated air or a gas lighter than air so as to rise and float in the atmosphere,The sails ballooned,,0,2,0,2014-01-05 10:40:56,0,NULL,bu’loon,
2129,Bandage,SoundFiles/2129.mp4,2,1,French,"A strip of fabric used especially to cover, dress, and bind up wounds",bandage an incision,,0,2,0,2014-01-05 10:40:56,0,NULL,ban-dij,
2130,Banish,SoundFiles/2130.mp4,2,3,German,To require by authority to leave a country,banish bad thoughts,,0,2,0,2014-01-05 10:40:56,0,NULL,ba-nish,
2131,Banner,SoundFiles/2131.mp4,2,1,German,A piece of cloth attached by one edge to a staff and used by a leader,They usually make their case under the banner of environmentalism,,0,2,0,2014-01-05 10:40:56,0,NULL,ba-nu(r),
2132,Barber,SoundFiles/2132.mp4,2,1,French,"One whose business is cutting and dressing hair, shaving and trimming beards, and performing related services",He did go to the barber yesterday,,0,2,0,2014-01-05 10:40:56,0,NULL,baa(r)-bu(r),
2133,Bargain,SoundFiles/2133.mp4,2,1,French,An agreement between parties settling what each gives or receives in a transaction between them,she got a bargain at the auction,,0,2,0,2014-01-05 10:40:56,0,NULL,baa(r)-gin,
2134,Barrel,SoundFiles/2134.mp4,2,1,French,A round bulging vessel of greater length than breadth a barrel of beer is 31 gallons and a barrel of oil is 42 gallons,Get me a barrel of water,,0,2,0,2014-01-05 10:40:56,0,NULL,ber-ul,
2135,Barrier,SoundFiles/2135.mp4,2,1,French,A natural formation or structure that prevents or hinders movement or action,intolerance is a barrier to understanding,,0,2,0,2014-01-05 10:40:56,0,NULL,ber-ee-ur,
2136,Barrow,SoundFiles/2136.mp4,2,1,German,A large mound of earth,Barrow mound,,0,2,0,2014-01-05 10:40:56,0,NULL,ber-ow,
2137,Basin,SoundFiles/2137.mp4,2,1,Latin,An open usually circular vessel with sloping or curving sides used typically for holding water for washing,a basin of water,,0,2,0,2014-01-05 10:40:56,0,NULL,bey-sun,
2138,Basket,SoundFiles/2138.mp4,2,1,French,A bag made of interwoven material,there was a basket of ironing to do,,0,2,0,2014-01-05 10:40:56,0,NULL,bãs-kit,
2139,Battery,SoundFiles/2139.mp4,2,1,French,A combination of apparatus for producing a single electrical effect,took a battery of achievement tests,,0,2,0,2014-01-05 10:40:56,0,NULL,ba-tu-ree,
